operation_id,method,host,path,status,schema,property,value_type,required,enum,max_length,description,source,doc_url
testWebhookEndpoint,POST,https://api.line.me,/v2/bot/channel/webhook/test,200,TestWebhookEndpointResponse,success,boolean,false,,,Result of the communication from the LINE platform to the webhook URL.,openapi,https://developers.line.biz/en/reference/messaging-api/#test-webhook-endpoint
testWebhookEndpoint,POST,https://api.line.me,/v2/bot/channel/webhook/test,200,TestWebhookEndpointResponse,timestamp,string,true,,,"Time of the event in milliseconds. Even in the case of a redelivered webhook, it represents the time the event occurred, not the time it was redelivered.",openapi,https://developers.line.biz/en/reference/messaging-api/#test-webhook-endpoint
testWebhookEndpoint,POST,https://api.line.me,/v2/bot/channel/webhook/test,200,TestWebhookEndpointResponse,statusCode,integer,true,,,"The HTTP status code. If the webhook response isn't received, the status code is set to zero or a negative number.",openapi,https://developers.line.biz/en/reference/messaging-api/#test-webhook-endpoint
testWebhookEndpoint,POST,https://api.line.me,/v2/bot/channel/webhook/test,200,TestWebhookEndpointResponse,reason,string,true,,,Reason for the response.,openapi,https://developers.line.biz/en/reference/messaging-api/#test-webhook-endpoint
testWebhookEndpoint,POST,https://api.line.me,/v2/bot/channel/webhook/test,200,TestWebhookEndpointResponse,detail,string,true,,,Details of the response.,openapi,https://developers.line.biz/en/reference/messaging-api/#test-webhook-endpoint
getMessageContentTranscodingByMessageId,GET,https://api-data.line.me,/v2/bot/message/{messageId}/content/transcoding,200,GetMessageContentTranscodingResponse,status,string,true,processing|succeeded|failed,,The preparation status. One of: `processing`: Preparing to get content. `succeeded`: Ready to get the content. You can get the content sent by users. `failed`: Failed to prepare to get the content.,openapi,https://developers.line.biz/en/reference/messaging-api/#verify-video-or-audio-preparation-status
replyMessage,POST,https://api.line.me,/v2/bot/message/reply,200,ReplyMessageResponse,sentMessages,array<SentMessage>,true,,5,Array of sent messages.,openapi,https://developers.line.biz/en/reference/messaging-api/#send-reply-message-response
pushMessage,POST,https://api.line.me,/v2/bot/message/push,200,PushMessageResponse,sentMessages,array<SentMessage>,true,,5,Array of sent messages.,openapi,https://developers.line.biz/en/reference/messaging-api/#send-push-message-response
multicast,POST,https://api.line.me,/v2/bot/message/multicast,200,MulticastResponse,,,,,,回應為空的 JSON 物件 {}，沒有欄位,openapi,https://developers.line.biz/en/reference/messaging-api/#send-multicast-response
narrowcast,POST,https://api.line.me,/v2/bot/message/narrowcast,202,NarrowcastResponse,,,,,,回應為空的 JSON 物件 {}，沒有欄位,openapi,https://developers.line.biz/en/reference/messaging-api/#send-narrowcast-response
getNarrowcastProgress,GET,https://api.line.me,/v2/bot/message/progress/narrowcast,200,NarrowcastProgressResponse,phase,string,true,waiting|sending|succeeded|failed,,The current status. One of: `waiting`: Messages are not yet ready to be sent. They are currently being filtered or processed in some way. `sending`: Messages are currently being sent. `succeeded`: Messages were sent successfully. This may not mean the messages were successfully received. `failed`: Messages failed to be sent. Use the failedDescription property to find the cause of the failure.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-narrowcast-progress-status
getNarrowcastProgress,GET,https://api.line.me,/v2/bot/message/progress/narrowcast,200,NarrowcastProgressResponse,successCount,integer,false,,,The number of users who successfully received the message.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-narrowcast-progress-status
getNarrowcastProgress,GET,https://api.line.me,/v2/bot/message/progress/narrowcast,200,NarrowcastProgressResponse,failureCount,integer,false,,,The number of users who failed to send the message.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-narrowcast-progress-status
getNarrowcastProgress,GET,https://api.line.me,/v2/bot/message/progress/narrowcast,200,NarrowcastProgressResponse,targetCount,integer,false,,,The number of intended recipients of the message.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-narrowcast-progress-status
getNarrowcastProgress,GET,https://api.line.me,/v2/bot/message/progress/narrowcast,200,NarrowcastProgressResponse,failedDescription,string,false,,,The reason the message failed to be sent. This is only included with a `phase` property value of `failed`.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-narrowcast-progress-status
getNarrowcastProgress,GET,https://api.line.me,/v2/bot/message/progress/narrowcast,200,NarrowcastProgressResponse,errorCode,integer,false,,,Error summary. This is only included with a phase property value of failed. One of: `1`: An internal error occurred. `2`: An error occurred because there weren't enough recipients. `3`: A conflict error of requests occurs because a request that has already been accepted is retried. `4`: An audience of less than 50 recipients is included as a condition of sending. `5`: Message delivery has been canceled to prevent messages from being delivered only to a subset of the target audience.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-narrowcast-progress-status
getNarrowcastProgress,GET,https://api.line.me,/v2/bot/message/progress/narrowcast,200,NarrowcastProgressResponse,acceptedTime,string,true,,,Narrowcast message request accepted time in milliseconds. Format: ISO 8601 (e.g. 2020-12-03T10:15:30.121Z) Timezone: UTC,openapi,https://developers.line.biz/en/reference/messaging-api/#get-narrowcast-progress-status
getNarrowcastProgress,GET,https://api.line.me,/v2/bot/message/progress/narrowcast,200,NarrowcastProgressResponse,completedTime,string,false,,,Processing of narrowcast message request completion time in milliseconds. Returned when the phase property is succeeded or failed. Format: ISO 8601 (e.g. 2020-12-03T10:15:30.121Z) Timezone: UTC,openapi,https://developers.line.biz/en/reference/messaging-api/#get-narrowcast-progress-status
broadcast,POST,https://api.line.me,/v2/bot/message/broadcast,200,BroadcastResponse,,,,,,回應為空的 JSON 物件 {}，沒有欄位,openapi,https://developers.line.biz/en/reference/messaging-api/#send-broadcast-response
getMessageQuota,GET,https://api.line.me,/v2/bot/message/quota,200,MessageQuotaResponse,type,QuotaType,true,,,,openapi,https://developers.line.biz/en/reference/messaging-api/#get-quota
getMessageQuota,GET,https://api.line.me,/v2/bot/message/quota,200,MessageQuotaResponse,value,integer,false,,,The target limit for sending messages in the current month. This property is returned when the `type` property has a value of `limited`.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-quota
getMessageQuotaConsumption,GET,https://api.line.me,/v2/bot/message/quota/consumption,200,QuotaConsumptionResponse,totalUsage,integer,true,,,The number of sent messages in the current month,openapi,https://developers.line.biz/en/reference/messaging-api/#get-consumption
getNumberOfSentReplyMessages,GET,https://api.line.me,/v2/bot/message/delivery/reply,200,NumberOfMessagesResponse,status,string,true,ready|unready|unavailable_for_privacy|out_of_service,,"Aggregation process status. One of: `ready`: The number of messages can be obtained. `unready`: We haven't finished calculating the number of sent messages for the specified in date. For example, this property is returned when the delivery date or a future date is specified. Calculation usually takes about a day. `unavailable_for_privacy`: The total number of messages on the specified day is less than 20. `out_of_service`: The specified date is earlier than the date on which we first started calculating sent messages (March 31, 2018).",openapi,
getNumberOfSentReplyMessages,GET,https://api.line.me,/v2/bot/message/delivery/reply,200,NumberOfMessagesResponse,success,integer,false,,,The number of messages delivered using the phone number on the date specified in `date`. The response has this property only when the value of `status` is `ready`.,openapi,
getNumberOfSentPushMessages,GET,https://api.line.me,/v2/bot/message/delivery/push,200,NumberOfMessagesResponse,status,string,true,ready|unready|unavailable_for_privacy|out_of_service,,"Aggregation process status. One of: `ready`: The number of messages can be obtained. `unready`: We haven't finished calculating the number of sent messages for the specified in date. For example, this property is returned when the delivery date or a future date is specified. Calculation usually takes about a day. `unavailable_for_privacy`: The total number of messages on the specified day is less than 20. `out_of_service`: The specified date is earlier than the date on which we first started calculating sent messages (March 31, 2018).",openapi,
getNumberOfSentPushMessages,GET,https://api.line.me,/v2/bot/message/delivery/push,200,NumberOfMessagesResponse,success,integer,false,,,The number of messages delivered using the phone number on the date specified in `date`. The response has this property only when the value of `status` is `ready`.,openapi,
getNumberOfSentMulticastMessages,GET,https://api.line.me,/v2/bot/message/delivery/multicast,200,NumberOfMessagesResponse,status,string,true,ready|unready|unavailable_for_privacy|out_of_service,,"Aggregation process status. One of: `ready`: The number of messages can be obtained. `unready`: We haven't finished calculating the number of sent messages for the specified in date. For example, this property is returned when the delivery date or a future date is specified. Calculation usually takes about a day. `unavailable_for_privacy`: The total number of messages on the specified day is less than 20. `out_of_service`: The specified date is earlier than the date on which we first started calculating sent messages (March 31, 2018).",openapi,
getNumberOfSentMulticastMessages,GET,https://api.line.me,/v2/bot/message/delivery/multicast,200,NumberOfMessagesResponse,success,integer,false,,,The number of messages delivered using the phone number on the date specified in `date`. The response has this property only when the value of `status` is `ready`.,openapi,
getNumberOfSentBroadcastMessages,GET,https://api.line.me,/v2/bot/message/delivery/broadcast,200,NumberOfMessagesResponse,status,string,true,ready|unready|unavailable_for_privacy|out_of_service,,"Aggregation process status. One of: `ready`: The number of messages can be obtained. `unready`: We haven't finished calculating the number of sent messages for the specified in date. For example, this property is returned when the delivery date or a future date is specified. Calculation usually takes about a day. `unavailable_for_privacy`: The total number of messages on the specified day is less than 20. `out_of_service`: The specified date is earlier than the date on which we first started calculating sent messages (March 31, 2018).",openapi,
getNumberOfSentBroadcastMessages,GET,https://api.line.me,/v2/bot/message/delivery/broadcast,200,NumberOfMessagesResponse,success,integer,false,,,The number of messages delivered using the phone number on the date specified in `date`. The response has this property only when the value of `status` is `ready`.,openapi,
getAggregationUnitUsage,GET,https://api.line.me,/v2/bot/message/aggregation/info,200,GetAggregationUnitUsageResponse,numOfCustomAggregationUnits,integer,true,,,Number of aggregation units used this month.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-number-of-units-used-this-month
getAggregationUnitNameList,GET,https://api.line.me,/v2/bot/message/aggregation/list,200,GetAggregationUnitNameListResponse,customAggregationUnits,array<string>,true,,,An array of strings indicating the names of aggregation units used this month.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-name-list-of-units-used-this-month
getAggregationUnitNameList,GET,https://api.line.me,/v2/bot/message/aggregation/list,200,GetAggregationUnitNameListResponse,next,string,false,,,A continuation token to get the next array of unit names. Returned only when there are remaining aggregation units that weren't returned in customAggregationUnits in the original request.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-name-list-of-units-used-this-month
getProfile,GET,https://api.line.me,/v2/bot/profile/{userId},200,UserProfileResponse,displayName,string,true,,,User's display name,openapi,https://developers.line.biz/en/reference/messaging-api/#get-profile
getProfile,GET,https://api.line.me,/v2/bot/profile/{userId},200,UserProfileResponse,userId,string,true,,,User ID,openapi,https://developers.line.biz/en/reference/messaging-api/#get-profile
getProfile,GET,https://api.line.me,/v2/bot/profile/{userId},200,UserProfileResponse,pictureUrl,string,false,,,Profile image URL. `https` image URL. Not included in the response if the user doesn't have a profile image.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-profile
getProfile,GET,https://api.line.me,/v2/bot/profile/{userId},200,UserProfileResponse,statusMessage,string,false,,,User's status message. Not included in the response if the user doesn't have a status message.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-profile
getProfile,GET,https://api.line.me,/v2/bot/profile/{userId},200,UserProfileResponse,language,string,false,,,"User's language, as a BCP 47 language tag. Not included in the response if the user hasn't yet consented to the LINE Privacy Policy.",openapi,https://developers.line.biz/en/reference/messaging-api/#get-profile
getFollowers,GET,https://api.line.me,/v2/bot/followers/ids,200,GetFollowersResponse,userIds,array<string>,true,,1000,An array of strings indicating user IDs of users that have added the LINE Official Account as a friend. Only users of LINE for iOS and LINE for Android are included in `userIds`.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-follower-ids
getFollowers,GET,https://api.line.me,/v2/bot/followers/ids,200,GetFollowersResponse,next,string,false,,,A continuation token to get the next array of user IDs. Returned only when there are remaining user IDs that weren't returned in `userIds` in the original request. The number of user IDs in the `userIds` element doesn't have to reach the maximum number specified by `limit` for the `next` property to be included in the response.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-follower-ids
getBotInfo,GET,https://api.line.me,/v2/bot/info,200,BotInfoResponse,userId,string,true,,,Bot's user ID,openapi,https://developers.line.biz/en/reference/messaging-api/#get-bot-info
getBotInfo,GET,https://api.line.me,/v2/bot/info,200,BotInfoResponse,basicId,string,true,,,Bot's basic ID,openapi,https://developers.line.biz/en/reference/messaging-api/#get-bot-info
getBotInfo,GET,https://api.line.me,/v2/bot/info,200,BotInfoResponse,premiumId,string,false,,,Bot's premium ID. Not included in the response if the premium ID isn't set.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-bot-info
getBotInfo,GET,https://api.line.me,/v2/bot/info,200,BotInfoResponse,displayName,string,true,,,Bot's display name,openapi,https://developers.line.biz/en/reference/messaging-api/#get-bot-info
getBotInfo,GET,https://api.line.me,/v2/bot/info,200,BotInfoResponse,pictureUrl,string,false,,,Profile image URL. `https` image URL. Not included in the response if the bot doesn't have a profile image.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-bot-info
getBotInfo,GET,https://api.line.me,/v2/bot/info,200,BotInfoResponse,chatMode,string,true,chat|bot,,"Chat settings set in the LINE Official Account Manager. One of: `chat`: Chat is set to ""On"". `bot`: Chat is set to ""Off"".",openapi,https://developers.line.biz/en/reference/messaging-api/#get-bot-info
getBotInfo,GET,https://api.line.me,/v2/bot/info,200,BotInfoResponse,markAsReadMode,string,true,auto|manual,,"Automatic read setting for messages. If the chat is set to ""Off"", auto is returned. If the chat is set to ""On"", manual is returned. `auto`: Auto read setting is enabled. `manual`: Auto read setting is disabled.",openapi,https://developers.line.biz/en/reference/messaging-api/#get-bot-info
getGroupMemberProfile,GET,https://api.line.me,/v2/bot/group/{groupId}/member/{userId},200,GroupUserProfileResponse,displayName,string,true,,,User's display name,openapi,https://developers.line.biz/en/reference/messaging-api/#get-group-member-profile
getGroupMemberProfile,GET,https://api.line.me,/v2/bot/group/{groupId}/member/{userId},200,GroupUserProfileResponse,userId,string,true,,,User ID,openapi,https://developers.line.biz/en/reference/messaging-api/#get-group-member-profile
getGroupMemberProfile,GET,https://api.line.me,/v2/bot/group/{groupId}/member/{userId},200,GroupUserProfileResponse,pictureUrl,string,false,,,Profile image URL. `https` image URL. Not included in the response if the user doesn't have a profile image.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-group-member-profile
getRoomMemberProfile,GET,https://api.line.me,/v2/bot/room/{roomId}/member/{userId},200,RoomUserProfileResponse,displayName,string,true,,,User's display name,openapi,https://developers.line.biz/en/reference/messaging-api/#get-room-member-profile
getRoomMemberProfile,GET,https://api.line.me,/v2/bot/room/{roomId}/member/{userId},200,RoomUserProfileResponse,userId,string,true,,,User ID,openapi,https://developers.line.biz/en/reference/messaging-api/#get-room-member-profile
getRoomMemberProfile,GET,https://api.line.me,/v2/bot/room/{roomId}/member/{userId},200,RoomUserProfileResponse,pictureUrl,string,false,,,Profile image URL. `https` image URL. Not included in the response if the user doesn't have a profile image.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-room-member-profile
getGroupMembersIds,GET,https://api.line.me,/v2/bot/group/{groupId}/members/ids,200,MembersIdsResponse,memberIds,array<string>,true,,100,List of user IDs of members in the group chat. Only users of LINE for iOS and LINE for Android are included in `memberIds`.,openapi,
getGroupMembersIds,GET,https://api.line.me,/v2/bot/group/{groupId}/members/ids,200,MembersIdsResponse,next,string,false,,,A continuation token to get the next array of user IDs of the members in the group chat. Returned only when there are remaining user IDs that were not returned in `memberIds` in the original request.,openapi,
getRoomMembersIds,GET,https://api.line.me,/v2/bot/room/{roomId}/members/ids,200,MembersIdsResponse,memberIds,array<string>,true,,100,List of user IDs of members in the group chat. Only users of LINE for iOS and LINE for Android are included in `memberIds`.,openapi,
getRoomMembersIds,GET,https://api.line.me,/v2/bot/room/{roomId}/members/ids,200,MembersIdsResponse,next,string,false,,,A continuation token to get the next array of user IDs of the members in the group chat. Returned only when there are remaining user IDs that were not returned in `memberIds` in the original request.,openapi,
getGroupSummary,GET,https://api.line.me,/v2/bot/group/{groupId}/summary,200,GroupSummaryResponse,groupId,string,true,,,Group ID,openapi,https://developers.line.biz/en/reference/messaging-api/#get-group-summary
getGroupSummary,GET,https://api.line.me,/v2/bot/group/{groupId}/summary,200,GroupSummaryResponse,groupName,string,true,,,Group name,openapi,https://developers.line.biz/en/reference/messaging-api/#get-group-summary
getGroupSummary,GET,https://api.line.me,/v2/bot/group/{groupId}/summary,200,GroupSummaryResponse,pictureUrl,string,false,,,Group icon URL. Not included in the response if the user doesn't set a group profile icon.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-group-summary
getGroupMemberCount,GET,https://api.line.me,/v2/bot/group/{groupId}/members/count,200,GroupMemberCountResponse,count,integer,true,,,The count of members in the group chat. The number returned excludes the LINE Official Account.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-members-group-count
getRoomMemberCount,GET,https://api.line.me,/v2/bot/room/{roomId}/members/count,200,RoomMemberCountResponse,count,integer,true,,,The count of members in the multi-person chat. The number returned excludes the LINE Official Account.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-members-room-count
createRichMenu,POST,https://api.line.me,/v2/bot/richmenu,200,RichMenuIdResponse,richMenuId,string,true,,,Rich menu ID,openapi,
getRichMenu,GET,https://api.line.me,/v2/bot/richmenu/{richMenuId},200,RichMenuResponse,richMenuId,string,true,,,ID of a rich menu,openapi,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
getRichMenu,GET,https://api.line.me,/v2/bot/richmenu/{richMenuId},200,RichMenuResponse,size,RichMenuSize,true,,,,openapi,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
getRichMenu,GET,https://api.line.me,/v2/bot/richmenu/{richMenuId},200,RichMenuResponse,selected,boolean,true,,,"`true` to display the rich menu by default. Otherwise, `false`.",openapi,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
getRichMenu,GET,https://api.line.me,/v2/bot/richmenu/{richMenuId},200,RichMenuResponse,name,string,true,,300,Name of the rich menu. This value can be used to help manage your rich menus and is not displayed to users.,openapi,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
getRichMenu,GET,https://api.line.me,/v2/bot/richmenu/{richMenuId},200,RichMenuResponse,chatBarText,string,true,,14,Text displayed in the chat bar,openapi,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
getRichMenu,GET,https://api.line.me,/v2/bot/richmenu/{richMenuId},200,RichMenuResponse,areas,array<RichMenuArea>,true,,20,Array of area objects which define the coordinates and size of tappable areas,openapi,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
getRichMenuList,GET,https://api.line.me,/v2/bot/richmenu/list,200,RichMenuListResponse,richmenus,array<RichMenuResponse>,true,,,Rich menus,openapi,https://developers.line.biz/en/reference/messaging-api/#get-rich-menu-list
getDefaultRichMenuId,GET,https://api.line.me,/v2/bot/user/all/richmenu,200,RichMenuIdResponse,richMenuId,string,true,,,Rich menu ID,openapi,
getRichMenuAlias,GET,https://api.line.me,/v2/bot/richmenu/alias/{richMenuAliasId},200,RichMenuAliasResponse,richMenuAliasId,string,true,,,Rich menu alias ID.,openapi,
getRichMenuAlias,GET,https://api.line.me,/v2/bot/richmenu/alias/{richMenuAliasId},200,RichMenuAliasResponse,richMenuId,string,true,,,The rich menu ID associated with the rich menu alias.,openapi,
getRichMenuAliasList,GET,https://api.line.me,/v2/bot/richmenu/alias/list,200,RichMenuAliasListResponse,aliases,array<RichMenuAliasResponse>,true,,,Rich menu aliases.,openapi,https://developers.line.biz/en/reference/messaging-api/#get-rich-menu-alias-list
getRichMenuIdOfUser,GET,https://api.line.me,/v2/bot/user/{userId}/richmenu,200,RichMenuIdResponse,richMenuId,string,true,,,Rich menu ID,openapi,
getRichMenuBatchProgress,GET,https://api.line.me,/v2/bot/richmenu/progress/batch,200,RichMenuBatchProgressResponse,phase,RichMenuBatchProgressPhase,true,,,,openapi,https://developers.line.biz/en/reference/messaging-api/#get-batch-control-rich-menus-progress-status-response
getRichMenuBatchProgress,GET,https://api.line.me,/v2/bot/richmenu/progress/batch,200,RichMenuBatchProgressResponse,acceptedTime,string,true,,,The accepted time in milliseconds of the request of batch control the rich menu. Format: ISO 8601 (e.g. 2023-06-08T10:15:30.121Z) Timezone: UTC,openapi,https://developers.line.biz/en/reference/messaging-api/#get-batch-control-rich-menus-progress-status-response
getRichMenuBatchProgress,GET,https://api.line.me,/v2/bot/richmenu/progress/batch,200,RichMenuBatchProgressResponse,completedTime,string,false,,,The completed time in milliseconds of rich menu batch control. Returned when the phase property is succeeded or failed. Format: ISO 8601 (e.g. 2023-06-08T10:15:30.121Z) Timezone: UTC,openapi,https://developers.line.biz/en/reference/messaging-api/#get-batch-control-rich-menus-progress-status-response
issueLinkToken,POST,https://api.line.me,/v2/bot/user/{userId}/linkToken,200,IssueLinkTokenResponse,linkToken,string,true,,,Link token. Link tokens are valid for 10 minutes and can only be used once.,openapi,https://developers.line.biz/en/reference/messaging-api/#issue-link-token
getPNPMessageStatistics,GET,https://api.line.me,/v2/bot/message/delivery/pnp,200,NumberOfMessagesResponse,status,string,true,ready|unready|unavailable_for_privacy|out_of_service,,"Aggregation process status. One of: `ready`: The number of messages can be obtained. `unready`: We haven't finished calculating the number of sent messages for the specified in date. For example, this property is returned when the delivery date or a future date is specified. Calculation usually takes about a day. `unavailable_for_privacy`: The total number of messages on the specified day is less than 20. `out_of_service`: The specified date is earlier than the date on which we first started calculating sent messages (March 31, 2018).",openapi,
getPNPMessageStatistics,GET,https://api.line.me,/v2/bot/message/delivery/pnp,200,NumberOfMessagesResponse,success,integer,false,,,The number of messages delivered using the phone number on the date specified in `date`. The response has this property only when the value of `status` is `ready`.,openapi,
getMembershipSubscription,GET,https://api.line.me,/v2/bot/membership/subscription/{userId},200,GetMembershipSubscriptionResponse,subscriptions,array<Subscription>,true,,,List of subscription information,openapi,https://developers.line.biz/en/reference/messaging-api/#get-a-users-membership-subscription-status
getMembershipList,GET,https://api.line.me,/v2/bot/membership/list,200,MembershipListResponse,memberships,array<Membership>,true,,,List of membership information,openapi,
getJoinedMembershipUsers,GET,https://api.line.me,/v2/bot/membership/{membershipId}/users/ids,200,GetJoinedMembershipUsersResponse,userIds,array<string>,true,,1000,"A list of user IDs who joined the membership. Users who have not agreed to the bot user agreement, are not following the bot, or are not active will be excluded. If there are no users in the membership, an empty list will be returned.",openapi,https://developers.line.biz/en/reference/messaging-api/#get-membership-user-ids
getJoinedMembershipUsers,GET,https://api.line.me,/v2/bot/membership/{membershipId}/users/ids,200,GetJoinedMembershipUsersResponse,next,string,false,,,"A continuation token to get next remaining membership user IDs. Returned only when there are remaining user IDs that weren't returned in the userIds property in the previous request. The continuation token expires in 24 hours (86,400 seconds).",openapi,https://developers.line.biz/en/reference/messaging-api/#get-membership-user-ids
listCoupon,GET,https://api.line.me,/v2/bot/coupon,200,MessagingApiPagerCouponListResponse,items,array<CouponListResponse>,true,,,List of coupon summary objects.,openapi,
listCoupon,GET,https://api.line.me,/v2/bot/coupon,200,MessagingApiPagerCouponListResponse,next,string,false,,,Token for fetching the next page of results.,openapi,
createCoupon,POST,https://api.line.me,/v2/bot/coupon,200,CouponCreateResponse,couponId,string,true,,,Unique identifier of the coupon.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,acquisitionCondition,AcquisitionConditionResponse,false,,,,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,barcodeImageUrl,string,false,,,URL of the barcode image associated with the coupon. Used for in-store redemption.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,couponCode,string,false,,,Unique code to be presented by the user to redeem the coupon.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,description,string,false,,,Detailed description of the coupon. Displayed to users.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,endTimestamp,integer,false,,,Coupon expiration time (epoch seconds). Coupon cannot be used after this time.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,imageUrl,string,false,,,URL of the main image representing the coupon. Displayed in the coupon list.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,maxAcquireCount,integer,false,,,Maximum number of coupons that can be issued in total.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,maxUseCountPerTicket,integer,false,,,Maximum number of times a single coupon ticket can be used.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,maxTicketPerUser,integer,false,,,Maximum number of coupon tickets a single user can acquire.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,startTimestamp,integer,false,,,Coupon start time (epoch seconds). Coupon can be used from this time.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,title,string,false,,,Title of the coupon. Displayed in the coupon list.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,usageCondition,string,false,,,Conditions for using the coupon. Shown to users.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,reward,CouponRewardResponse,false,,,,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,visibility,string,false,UNLISTED|PUBLIC|PRIVATE,,Visibility of the coupon. Determines who can see or acquire the coupon.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,timezone,string,false,ETC_GMT_MINUS_12|ETC_GMT_MINUS_11|PACIFIC_HONOLULU|AMERICA_ANCHORAGE|AMERICA_LOS_ANGELES|AMERICA_PHOENIX|AMERICA_CHICAGO|AMERICA_NEW_YORK|AMERICA_CARACAS|AMERICA_SANTIAGO|AMERICA_ST_JOHNS|AMERICA_SAO_PAULO|ETC_GMT_MINUS_2|ATLANTIC_CAPE_VERDE|EUROPE_LONDON|EUROPE_PARIS|EUROPE_ISTANBUL|EUROPE_MOSCOW|ASIA_TEHRAN|ASIA_TBILISI|ASIA_KABUL|ASIA_TASHKENT|ASIA_COLOMBO|ASIA_KATHMANDU|ASIA_ALMATY|ASIA_RANGOON|ASIA_BANGKOK|ASIA_TAIPEI|ASIA_TOKYO|AUSTRALIA_DARWIN|AUSTRALIA_SYDNEY|ASIA_VLADIVOSTOK|ETC_GMT_PLUS_12|PACIFIC_TONGATAPU,,Timezone for interpreting start and end timestamps.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,couponId,string,false,,,Unique identifier of the coupon.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,createdTimestamp,integer,false,,,Created timestamp (seconds) of the coupon.,openapi,
getCouponDetail,GET,https://api.line.me,/v2/bot/coupon/{couponId},200,CouponResponse,status,string,false,DRAFT|RUNNING|CLOSED,,Current status of the coupon.,openapi,
showLoadingAnimation,POST,https://api.line.me,/v2/bot/chat/loading/start,202,ShowLoadingAnimationResponse,,,,,,回應為空的 JSON 物件 {}，沒有欄位,openapi,https://developers.line.biz/en/reference/messaging-api/#display-a-loading-indicator-response
attachModule,POST,https://manager.line.biz,/module/auth/v1/token,200,AttachModuleResponse,bot_id,string,true,,,User ID of the bot on the LINE Official Account.,openapi,https://developers.line.biz/en/reference/partner-docs/#link-attach-by-operation-module-channel-provider
attachModule,POST,https://manager.line.biz,/module/auth/v1/token,200,AttachModuleResponse,scopes,array<string>,true,,,Permissions (scope) granted by the LINE Official Account admin.,openapi,https://developers.line.biz/en/reference/partner-docs/#link-attach-by-operation-module-channel-provider
getModules,GET,https://api.line.me,/v2/bot/list,200,GetModulesResponse,bots,array<ModuleBot>,true,,,Array of Bot list Item objects representing basic information about the bot.,openapi,https://developers.line.biz/en/reference/partner-docs/#get-multiple-bot-info-api
getModules,GET,https://api.line.me,/v2/bot/list,200,GetModulesResponse,next,string,false,,,Continuation token. Used to get the next array of basic bot information. This property is only returned if there are more unreturned results.,openapi,https://developers.line.biz/en/reference/partner-docs/#get-multiple-bot-info-api
